index,smiles,filename_or_index
366,c1oc2c(c1)C(=O)c1c2oc(c1),207
367,c1occc1N,208
368,c1c2c(sc(C(=O)OCC)c2F)c(s1)C=C,209
369,c1occc1SC=C,210
370,C1=C(Cc2c(C1)nsn2)C=C,211
371,C1=CC(OC)=C(/C/1=C\1/C=C(OC)C=C1),212
372,C1=CC=C(C1=S),213
373,N(CC)c1ccc(c(c1)C=C)N(CC)C=C,214
374,c1sc(c2c1[C@H](C)CCC2),215
375,C1=CC(C#N)=C/C/1=C/1\C(=CC(=C1)C#N)C=C,216
376,c1[nH]cc2c1[nH]cc2C=C,217
377,c1n(CC)c(cc1)C=C,218
378,c1c(cc2c(c1)nccn2)C=C,219
379,C1=C[C@@H]2[C@H](C1)[C@@H]1[C@@H](C=CC1)C2=C,220
380,c1oc(c(c1C#N)C#N)C=C,221
381,c1sc(c2c1c(C=C)ccc2C),222
382,c1sc(c2c1ocn2),223
383,c1scc2c1C(=[S@@](OC)C(=C2)OC)C=C,224
384,c1c(OC)cc(c(c1)OCC(CC)CC)C=C,225
385,c1sc(c2c1SCS2)C=C,226
386,c1cc(CC)c(c(c1)CC)/C=C(/C)C=C,227
387,C1=C2C(C(=O)S1)=C(OC2=O),228
388,c1sc(c2c1[C@H](C=C)CCC2),229
389,c1oc(cc1C=O)C=C,230
390,c1sc(c2c1cc(C(=O)OC)s2)C=C,231
391,C1=C(CC2=C1C[CH]2)C=C,232
392,c1sc2c(c1)c1c(scc1)c(c2)C=C,233
393,c1sc(c2c1[nH]c(=S)[nH]2),234
394,c1cc(c2c(c1)c1c(s2)cccc1),235
395,c1sc(c(c1O)C(=O)O),236
396,c1oc(c(c1C#N)C(F)(F)F),237
397,N1[C@H]2[C@H](N[C@@H]3[C@@H](CSC3)N2)N(S1)C=C,238
398,c1sc(c2c1OCCCC2)C=C,239
399,c1sc(c2c1nc(OCC)c(CN)n2),240
400,c1sc(c(c1O)C#N)C=C,241
401,C1SCN2[C@H]1NCC2,242
402,c1oc2c(c1)C(=S)c1c2oc(c1),243
403,c1c2c(=O)n(c(=O)c2cc2c1c(=O)[nH]c2=O)C=C,244
404,c1sc(c2c1sc(=S)o2),245
405,c1sc(c2c1OCCCO2)C=C,246
406,c1sc(c2c1c(C#N)ccc2OC)C=C,247
407,c1sc(c2c1cc(C(F)(F)F)cc2),248
408,c1occ(N(=O)=O)c1NC=C,249
409,c1c(C)Nc(C)c1,250
410,c1scc2c1c(ccc2O),251
411,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](OC)C2)C=C,253
412,C1=CC=C(C1=S)C=C,254
413,c1c2cS(F)cc2ccc1C=C,255
414,c1sc2c(c1)C(=O)C(=C2)C=C,256
415,c1sc(c2c1cc(C)c(C)c2),257
416,c1sc(c2c1c(F)ccc2F),258
417,c1[nH]c2[nH]c(nc2n1)C=C,259
418,c1c(OCCC)c(cc(c1)OCCC)C=C,260
419,c1sc(c2c1c(F)ccc2F)C=C,261
420,c1c(c2c(s1)nc1c(c2CC)CCS1)C=C,262
421,c1c2c(cccc2)c(s1)C=C,263
422,c1cc2c(s1)c1c(c(=O)n(c2=O)CC)cc(s1),264
423,c1sc(c2c1C=[S]C=C2),265
424,c1sc(c2c1cc(S)cc2),266
425,c1sc(O)c(c1),267
426,c1c(C)c(c2c1ccco2)C=C,268
427,C1=[S]C(=O)C2=C1C(=O)[S]=C2,269
428,c1sc(C(=O)O)cc1OC=C,270
429,c1sc(c2c1cc(C=C)cc2)C=C,271
430,c1sc(c(c1SCC)SCC)C=CC=C,273
431,c1cc2c(cc1)c1c(C2)cc(cc1),274
432,C1=CC2=CC(=NC2=C1),275
433,c1sc(c2c1C(=O)NC2=O)C=C,276
434,c1sc2c(c1)C(C)(C)c1c2sc(c1),277
435,c1sc(c2c1C[C@H](OC)[C@@H](OC)C2),278
436,c1sc(c2c1C[C@H](C#N)[C@@H](C#N)C2)C=C,279
437,c1[nH]cc(c1C)C=CC=C,280
438,c1sc(c2c1cc(C#N)c(C#N)c2)C=C,281
439,c1c(OCC)c(ccc1)C=C,282
440,c1sc(c2c1S(=O)(=O)CCC2),283
441,c1c(OC)cc(c(c1)OCC(CC)CC),284
442,c1oc2cc(sc2c1)C=C,285
443,c1sc(c(c1OC)C(F)(F)F),286
444,C#Cc1[nH]c(cc1)C#CC=C,287
445,c1sc(c2c1c(C=C)ccc2)C=C,288
446,C1S[C@@H]2[C@@H]1NCC2C=C,289
447,C1=[S]c2cscc2[S]=C1C=C,290
448,c1c2CCc2sc1,291
449,c1oc(c(c1C)C),292
450,c1oc(nn1)C=C,293
451,c1oc2cc(sc2c1),294
452,c1sc(c2c1cc(C=C)cc2),295
453,c1scc2c1c(c(cc2)O)C=C,296
454,C(=S)[CH]C1=[S]C=C(O1),297
455,c1sc2nc(sc2c1),298
456,C1=C2C(C(=O)N1)=C(OC2=O),299
457,c1sc(c(c1)C(F)(F)F),300
458,c1cc2c(C(CN)CN)c3cC(ccc3c2cc1),301
459,Nc1cscc1NC=C,302
460,c1sc(c2c1cc(C(C)(C)C)cc2),303
461,C=NNc1ccc(cc1)C=C,304
462,c1cc(cnc1)C=C,306
463,c(o1)c2c(=O)Nc(=O)c2c1,307
464,C1SC=C1C(=O)CC=C,308
465,c1sc(c2c1c(C(F)(F)F)ccc2C#N),309
466,c1c(C(=O)C)scc1,310
467,c1c(CC)c(CC)c(CC)cc1C=C,311
468,c1c(F)c(F)c(c2c1nsn2)C=C,312
469,c1scc(C(=O)O)c1S,314
470,c1scc(C)c1C=CC=C,315
471,c1cCcc1C=C,316
472,c1c2nc(C)c(C)nc2c(s1),317
473,C1OCC1,318
474,c1c(OC)c(cc(c1)OC)C=C,319
475,c1[nH]c(C=C)c(c1),320
476,c1sc(c2c1OSCCO2)C=C,321
477,c1ccc(c2c1cccn2),322
478,c1c(OC)c(cc(c1)OC),323
479,c1sc2c(c1)oc1c2sc(c1)C=C,324
480,c1sc(c2c1CC[C@@H](N)C2),325
481,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F)C=C,326
482,C1=CC2=C(OC=CO2)/C/1=C/1\C2=C(OC=CO2)C=C1C=C,327
483,C1=CC(C#N)=C/C/1=C/1\C(=CC(=C1)C#N),328
484,c1sccc1N(CC)C=C,329
485,c1sc(c2c1[C@H](S)CC[C@H]2O)C=C,330
486,c(oc1c(F)s2)csc1c2C=C,331
487,c1occc1C=C,332
488,c1sc(c2c1nc(OCC)c(OCC)n2),333
489,c1cc(c(cc1)N(c1ccccc1)c1ccccc1)C=C,334
490,c1oc(cc1C=O),335
491,c1c(CC)c(ccc1),336
492,c1ccc(s1)C=C,337
493,c1c2c(nccc2)c(s1),338
494,c(cc1)c2cC(C)cc2c1,339
495,c1c2c(ncc(C)n2)c(s1)C=C,340
496,c1c2c(=O)sc(=O)c2c(c2c1c(=O)sc2=O)C=C,341
497,c1sc(c(c1OC)C#N),342
498,c1sc(c2c1c(C(F)(F)F)ccc2),343
499,c1cnc2c1c(=S)c1c2ncc1C=C,344
500,c1cc(cc2c1ccc1c2cccc1),345
501,c1sc(c2c1sc(=O)s2),346
502,c1c(C(=O)C(F)(F)F)scc1,347
503,N1N[C@H]2[C@@H](C)[C@@H]3[C@@H](NSN3)[C@H](C)[C@H]2N1,348
504,c1cc2c(s1)c1c(C2(CC)CC)cc(s1)C=C,349
505,c1sc(c(c1OC)C(F)(F)F)C=C,350
506,c1sc(c(c1)C(=O)C(F)(F)F),351
507,c1sc(c2c1CC[C@@H](C(=O)O)C2)C=C,352
508,c1csc2c1c(CC)c(CC)c1c(csc21),353
509,C1=[S]C(=C(S1)C(=O)C)C=C,354
510,c1oc2c(c1)C(=O)c1c2oc(c1)C=C,355
511,c(s1)c2c(=O)c3cn(CC)cc3c(=O)c2c1,356
512,c1cc2c(s1)c1c(c(=O)[nH]c2=O)cc(s1)C=C,357
513,c1sc(c2c1[C@H](OC)CCC2)C=C,358
514,C1=C2C(C(=O)N1)=C(OC2=O)C=C,359
515,c1c(OCC)cc(CC)c(OCC)c1C=C,360
516,c1sc(c2c1OCC[C@@H](SC)O2)C=C,361
517,c1sc(c2c1cc(OC)cc2)C=C,362
518,c1c(C(=O)c2cscc2C(=O)c2ccccc2)ccc(c1)C=C,363
519,c1c(C(F)(F)F)sc(OC)c1C=C,364
520,c1sc(c2c1[C@H](C)CC[C@H]2C),365
521,c1cc2c(s1)c1c(C2)cc(s1)C=C,366
522,c1sc(c2c1C[C@H](S)CC2)C=C,367
523,c1c(C)sc(C)c1,368
524,c1sc(c2c1C[C@H](C(=O)OC)CC2),369
525,c1sc(NC)c(c1C(=O)OC)C=C,370
526,c1sc(c2c1c(C(F)(F)F)ccc2OC)C=C,371
527,c1sc(c2c1[C@H](S)CCC2)C=C,372
528,c1cc2c(C(=O)N(C2=O)CC)cc1C=C,373
529,c1occ(OC)c1NC=C,374
530,c1oc(c(c1)N(=O)=O)C=C,375
531,c1c2c(ncs2)c(c2c1ncs2),376
532,c1scc2c1sc1c2csc1,377
533,c1sc(c(c1)N(=O)=O),378
534,c1c(OCC)cc(OCC)c(c1)C=C,379
535,C1C[C@@H]2[C@@H](CC1)N(CC)[C@@H]1[C@@H](S2)CCCC1C=C,380
536,c1[nH]c2cc([nH]c2c1)C=C,381
537,c1[nH]c(c(c1)C(=O)C)C=C,382
538,c1nc2cscc2nc1C=C,383
539,C1=Cc2cc3=CC(=Cc3cc2=C1)C=C,384
540,c1sc(c2c1C(=O)SC2=O)C=C,385
541,c1sc(c2c1CCS(=O)(=O)C2),386
542,c1ccc2c(c1)oc1c2ccc(c1),387
543,c1sc(c2c1CC[C@@H](O)C2),388
544,c1scc2c1C[C@@H]([C@@H](OC)C2)NC=C,389
545,c1scc(N(=O)=O)c1N,390
546,c1sc(c2c1sc(N(=O)=O)c2)C=C,391
547,c1sc(c2c1[C@H](N(=O)=O)CC[C@H]2N(=O)=O),392
548,C1=Cc2[nH]c(cc2C1),393
549,c1sc(C(F)(F)F)cc1,395
550,c1sc(c2c1c(C=C)ccc2),396
551,c(s1)c(O)c(NN)c1,397
552,c1cc2c(cc1)c1c(C2(C)C)cc(cc1)C=C,398
553,C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1[C@H]2OC(=O)C1C=C,399
554,c1sc(C)c(c1),400
555,c1n(CC)c(cc1),401
556,c1sc(c(c1C(=O)O)OC),402
557,c1[nH]cc(c1C)C=C,403
558,C1C[C@@H]2[C@@H](CC1)N(CC)[C@@H]1[C@@H](S2)CCCC1,404
559,c1sc(c2c1scc2),405
560,c1[nH]c(/C=C/c2[nH]ccc2)c(c1),406
561,c1c2nsnc2c(c2c1nc(CC)c(CC)n2)C=C,408
562,c1csc2c1cc(c1c2scc1)C=C,409
563,c1sc2c(c1F)c(OCC)c1c(c2OCC)c(F)c(s1),410
564,c1sc(c2c1[C@H](C(=O)C)CCC2)C=C,411
565,c1sc(c2c1C[C@H](C(=O)C)CC2)C=C,412
566,c1scc2c1nc(c(NC)n2)N(C)C=C,413
567,c1c(OCC)c(ccc1),414
568,c1sc2c(c1)C(=O)C(=C2),415
569,c1sc(c2c1cc(N(=O)=O)c(N)c2),416
570,c1scc(C(=O)OC)c1C=C,417
571,c1cc(SC)sc1C=C,418
572,C1=C2CSC[C@H]2C(=C1),419
573,c1sccc1O,420
574,C1=C(c2cscc12),421
575,c1c(F)sc(F)c1,422
576,c1c2c(ncc(C)n2)c(s1),423
577,c1c2c(cccc2)c(s1),424
578,c1cc2c(cs1)c1c(ccs1)c2,425
579,c1sc(c2c1ccc(F)c2)C=C,426
580,C1C(=O)O[C@H]2[C@@H]1CC[C@H]1[C@@H]2OC(=O)C1C=C,427
581,c1sc(c2c1oc(=O)c(=O)s2)C=C,428
582,c1occc1C=CC=C,430
583,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C#N)C=C,431
584,c1ccc(c2c1nc(CC)c(CC)n2)C=C,432
585,c1oc(cc1OC)C=C,433
586,c1sc(c2c1ncnc2C#N),434
587,c1sc(c2c1C[C@H](C(=O)O)[C@@H](O)C2)C=C,435
588,c(s1)c2ccs(=N)(=O)c2c1C=C,436
589,c1sc(c(c1OCC)ON(=O)=O)C=C,437
590,C=Cc1oc(c(c1O)O)C=C,438
591,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2),439
592,c1c2[nH]cnc2c(c2c1[nH]cn2),440
593,Sc1cscc1S,441
594,c1sc(c2c1S(=O)(=O)CCC2)C=C,442
595,c1sc(c2c1OCCCS2)C=C,443
596,c1sc(c(c1C#N)C(F)(F)F),444
597,c1scc2c1C(=C[S@@]2[O]),445
598,c1cnc(cc1)C=C,446
599,c1sc(c(c1OC)OC),447
600,c1sc(c2c1CCC2),448
601,C1=C(CC2=C1C[CH]2),449
602,C1SCN2[C@H]1NCC2C=C,450
603,c1[nH]c2nc3[nH]c(nc3nc2n1),451
604,c1c(F)c(F)c(c(c1F)F)C=C,452
605,c(s1)c2scnc2c1C=C,453
606,C1OCC1C=C,454
607,c1coc(N(=O)=O)c1C=C,455
608,C1=CC(=[S]C1)c1ccc(s1)C1=[S]CC(=C1)C=C,456
609,c1c(S)sc(O)c1,457
610,C(=S)[CH]C1=[S]C=C(O1)C=C,458
611,c1oc(cc1OC),459
612,c1sc(c2c1cc(C(C)(C)C)cc2)C=C,460
613,c1sc(c(c1N(=O)=O)N(=O)=O),461
614,c(oc1c(F)s2)csc1c2,462
615,c1c(c2c(s1)[C@H]1[C@H](C2(CC)CC)CCS1)C=C,463
616,c(o1)c2c(=O)Nc(=O)c2c1C=C,464
617,c1sc(c(c1)C(=O)C)C=C,465
618,N1c2cscc2N(CC1),466
619,c1cc(cc2c1n(c1c2cccc1)C(CC)CC),467
620,c1sc(c2c1nc(CCO)c(CN)n2),468
621,c1sc(c(c1O)OC),470
622,c1sc(c(c1C#N)C(F)(F)F)C=C,471
623,c1c2c(C=C)c3c(cc2ccc1)c(ccc3)C=C,472
624,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2),473
625,c1sc(c2c1[nH]c(=O)[nH]2),474
626,c1sc(c2c1CCCC2)C=C,475
627,c1sc(NC)c(c1C(=O)OC),476
628,c1sc(c2c1CCC[C@H]2C=O)C=C,477
629,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C2),479
630,c1oc(cc1C(=O)C),480
631,c1sc(c2c1C[C@H](C)[C@@H](C)C2)C=C,481
632,c1sc(C=O)c(c1),482
633,c1c(CC)cc(s1)C=C,483
634,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2),484
635,Nc1sc(c2c1nccn2)C=C,485
636,c1sc(c2c1oc(N(=O)=O)c2)C=C,486
637,c1oc2CCc2c1C=C,487
638,C1=C(CC)C(CC)=C(S1(=O)=O),488
639,c1oc(cc1C),490
640,c1scc2c1sc1c2csc1C=C,491
641,c1cnc2c1c(=S)c1c2ncc1,492
642,C/C=C\1/OCCC(OCC1),493
643,c1sc(c(c1C(=O)O)OC)C=C,494
644,c1sc(C(=O)O)cc1O,495
645,c1sc(c2c1CC[C@@H](O)C2)C=C,497
646,C1=CC2=C(C1)C=C(C2),498
647,c1sc(c2c1CC(=O)C(=O)C2),499
648,c1sc(c(c1OCC)ON(=O)=O),500
649,c1sc(c(c1C=C)OC)C=C,501
650,c1sc(c(c1N(=O)=O)C#N),502
651,c1sc2c(c1)C(=O)c1c2sc(c1)C=C,503
652,c(s1)c2C(NCC)OC(O)c2c1C=C,504
653,c1oc(nn1),506
654,c1sc(c2c1[C@H](OC)CC[C@H]2OC)C=C,507
655,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3),508
656,c1sc(c2c1oc(=O)c(=O)s2),509
657,N1N[C@H]2[C@@H](C)[C@@H]3[C@@H](NSN3)[C@H](C)[C@H]2N1C=C,510
658,c1sc(c2c1[C@H](C(=O)OC)CCC2),511
659,c1sc(c2c1cc(S)c(O)c2)C=C,512
660,c1occc1NC=C,513
661,c1oc(c(c1OC)OC)C=C,515
662,N1c2cscc2N(C1)C=C,516
663,c1sc(c2c1OCCS2),517
664,c1sc(c2c1[C@H](C(F)(F)F)CCC2)C=C,518
665,c1oc(cc1C)C=C,519
666,c1sc(c(c1C(F)(F)F)C(F)(F)F)C=C,521
667,c1nnc(nn1),522
668,c1oc(c(c1O)S),523
669,c1[nH]c(c2c1nccn2),524
670,C=C(C)CNC=C,525
671,c1c(N)ccc(c1)C=C,526
672,c1c(C)cc(c(c1)C),527
673,c1sc(c2c1oc(C#N)c2),528
674,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F),529
675,c1sccc1/C=C(/Cc1sc(CC)cc1),530
676,c1oc(cc1C(=O)OC)C=C,531
677,c(s1)c2c(=O)N(CC)c(=O)c2c1C=C,532
678,c1cnc(cc1)C=CC=C,533
679,c1sc(c2c1cc(C#N)c(OC)c2)C=C,534
680,c1c(c2c(s1)c(CC)c1c(c2CC)scc1)C=C,535
681,N1c2cscc2N(CC(=O)C1)C=C,537
682,C1=CC(=C2[C@H]1CCS2),538
683,c1sccc1N(CC),539
684,c1csc2c1cc1c(ccs1)c2C=C,541
685,N1CN[C@@H]2N[C@H]3[C@@H](N[C@H]12)NCN3C=C,542
686,c1oc(cc1C(F)(F)F),543
687,c1sc(c2c1cc(C)c(OC)c2)C=C,544
688,C1C([CH2])CCC1,545
689,c1sc(c2c1[C@H](F)CC[C@H]2F)C=C,547
690,c1coc(N(=O)=O)c1,548
691,c1c(O)sc2c1[nH]c1c2sc(c1)C=C,549
692,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C(F)(F)F)C=C,550
693,c1c2[nH]cnc2c(c2c1[nH]cn2)C=C,551
694,c1c2c(ncc(CC)n2)c(s1)C=C,552
695,c1sc(c2c1cccc2F)C=C,553
696,c1sc(c2c1[C@H](N)CC[C@H]2N)C=C,554
697,c1sc(c(c1O)C(=O)O)C=C,555
698,c1sc2c(c1)C(=S)c1c2oc(c1),556
699,c1scc2c1[C@@H](CCC2)N,557
700,C1=C(Cc2cscc2C1)C=C,558
701,c1sc(c2c1C(=O)CCC2=O),559
702,c1c2c(nccn2)c(c2c1nccn2),560
703,c1scc(C(=O)O)c1SC=C,561
704,c1sc(c2c1cc(C=C)c(C)c2),562
705,c1c(N)ccc(c1),563
706,C1=C2OCCSC2=C([S@@]1NC),564
707,c1scc2c1C=C(S2(=O)=O),565
708,c1sc(c2c1c(C=C)ccc2C)C=C,566
709,c1c2c(=O)sc(=O)c2c(c2c1c(=O)sc2=O),567
710,N(CC)c1cscc1N(CC),568
711,c1sc(c2c1sc(=O)c(=O)s2),569
712,c1c([CH2])c(c2c1ccsc2)C=C,570
713,c1sc(c2c1OCO2),571
714,c1sc2c(c1)[nH]c(c2),572
715,c1sc(c2c1c(C)ccc2C)C=C,573
716,C1=C/C(/C(=C1)OC)=C\1/C=C(C=C1OC)C=C,574
717,c1c2cscc2c(N)c(c1),575
718,c(s1)c(O)c(NN)c1C=C,576
719,c1oc(c(c1C#N)C#N),577
720,c1sc(c2c1cc[nH]2)C=C,578
721,c1sc(c2c1C(=O)CC2=O)C=C,579
722,c1ccc(OCC)c2c1c(OCC)ccc2,580
723,c1cc(SC)sc1,581
724,c1sc2c(c1)sc1cc(sc21)C=C,582
725,c1c2c(SCC2)c2c(CCS2)c1C=C,584
726,c1sc(c2c1nc(N)c(N)n2)C=C,585
727,C#Cc1sc(cc1)C#CC=C,586
728,c1scc2c1c(c(cc2)O),587
729,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2),588
730,c1sccc1NC=C,589
731,c1csc2c1n(CC)c1c2scc1C=C,590
732,c1sc(c2c1[C@H](C#N)CC[C@H]2OC)C=C,591
733,c1sc(c2c1C[C@H](N(=O)=O)[C@@H](N(=O)=O)C2),592
734,c(s1)c(CCN)c(CCN)c1,593
735,c1sc(c2c1cc(C#N)c(C#N)c2),594
736,C1=CC2=C(C1)C=C(C2)C=C,595
737,c1oc(cc1C#N),596
738,c1c(C)cc(s1)C=C,597
739,C1=CC=C(S1(=O)=O),598
740,C1=CC2=C(C1)N=C(C2),599
741,c1c(nc2cSc12)C=C,600
742,c1[nH]c(c(c1)C(=O)C),601
743,c(s1)c2c(=O)n(C)c(=O)c2c1C=C,603
744,Nc1sc(N(=O)=O)cc1C=C,604
745,c1oc(cc1C(F)(F)F)C=C,606
746,c1sc(c2c1cc(N(=O)=O)c(N(=O)=O)c2),607
747,C1=C(F)C=C/C/1=C\1/C(=CC(=C1)F),608
748,c1scc2c1C[C@@H](CC2)C(=C)C=C,609
749,c1sccc1/C=C(/Cc1ccc(CC)cc1)C=C,610
750,c1sc(c2c1[C@H](C(F)(F)F)CCC2),611
751,c1sc(c2c1cccc2F),612
752,c1sc(c2c1ncnc2)C=C,613
753,c1n(C)c(=O)c2c1c(=O)n(C)c2C=C,614
754,c1sc2C3=C([CH]S3)Cc2c1C=C,615
755,C1=C/C(/C(=C1)C#N)=C\1/C=C(C=C1C#N)C=C,616
756,c1scc2c1C=C(C2),617
757,c1c(ncc2c1non2),618
758,c1c(OCC)cc(CC)c(OCC)c1,619
759,c1sc2c(c1)c1c(scc1)c(c2),620
760,c1sc(c2c1sc(=S)o2)C=C,621
761,c1sc(c(c1SCC)SCC)C=C,622
762,c1scc2c1CCC[C@H]2C(=O)OC=C,623
763,c1sc(c2c1c(N(=O)=O)ccc2),624
764,c1sc(c2c1cc(C(F)(F)F)cc2)C=C,625
765,c1c2nccnc2c(s1)C=C,626
766,c1c2ccccc2c(c1=O)C=C,627
767,C1C(=O)Oc2c1cc1c(c2)C(C(=O)O1),628
768,c1sc(c(c1O)S)C=C,630
769,c1[nH]cc2c1S(=O)(=O)C(=C2)C=C,631
770,c1sc(nn1)C=C,632
771,NCc1cc(OCC)c(cc1OCC)CNC=C,633
772,c1occ(C)c1C=C,634
773,c1c(S)sc(O)c1C=C,635
774,c1sc(c2c1cc(C=O)cc2)C=C,636
775,c1sc(c2c1sc(=S)s2),637
776,c1sc(c2c1[nH]cn2),638
777,c1sccc1OC=C,639
778,c1sc(c2c1c(S)ccc2O)C=C,640
779,c1scc2c1CCC[C@H]2C(=O)O,641
780,c1sc(c2c1ccc(F)c2),642
781,c1c2nc(CC)c(CC)nc2c(s1)C=C,643
782,c1sc(c2c1C[C@H](S)[C@@H](O)C2),644
783,c1scc2c1C=C(C2=O),645
784,c1sc(c2c1nc(CN)c(CN)n2),646
785,c1cnc(c2c1nsn2),647
786,C=CC=CC=C,648
787,N1C(=O)C(c2c1cc(cc2)C)C1C(=O)N(c2c1ccc(C)c2)C=C,649
788,c1sc(c2c1C[C@H](C)[C@@H](C)C2),650
789,c1cc(cc2c1ccc1c2cccc1)C=C,651
790,c1[nH]c(/C=C/c2[nH]ccc2)c(c1)C=C,652
791,c1oc(c(c1)N(=O)=O),653
792,c1[nH]c(cc1),654
793,c(s1)cc(c(=C(CN)(CN))2)c1c(s3)c2cc3,657
794,c1sc(c2c1occ2),658
795,c1sc(c2c1oc(N(=O)=O)c2),659
796,c1ccc2c(c1)oc1c2ccc(c1)C=C,660
797,c1sc(cc1)SC=C,661
