index,smiles,filename_or_index
798,N1[C@H]2CSC[C@H]2N(S1)C=C,662
799,c1c2nonc2c(cc1),664
800,c1oc(cc1C(=O)O),665
801,c1sc(cc1)c1ccc(s1)c1sc(cc1)C=C,666
802,c1sc(c2c1c(C#N)ccc2),667
803,c1c(CC)c(CC)c(CC)cc1,669
804,C1=C/C(/C(=C1)OC)=C\1/C=C(C=C1OC),670
805,c1c(oc2cscc2s1)C=C,671
806,c1sc(c2c1ncs2)C=C,672
807,c1c(nc2cSc12),673
808,c1c(CC)sc(c1)C=C,674
809,C=Cc1oc(c(c1O)O)C=CC=C,675
810,c1sc(c2c1CCS(=O)(=O)C2)C=C,676
811,c(s1)cc(c(=C(CN)(CN))2)c1c(s3)c2cc3C=C,677
812,C(C(=O)1)C(=O)C1,678
813,c1c(C)sc(C)c1C=C,680
814,c(s1)cc(c(=S)2)c1c(s3)c2cc3C=C,681
815,c1sc(c2c1[C@H](F)[C@H](F)[C@@H](F)[C@H]2F)C=C,682
816,C1=C(C(=C[S@@]1O)O)C=C,683
817,C1=C2C(C(=O)S1)=CN(C2=O),684
818,c1sc(c2c1CC[C@@H](N(=O)=O)C2)C=C,685
819,c1sc(c(c1)C=O),686
820,C1=CC2=C(C1)N=C(C2)C=C,687
821,N1CN[C@@H]2C[C@H]3[C@@H](C[C@H]12)N(CN3)C=C,688
822,c1sc(c2c1C(=O)c1ccc(CC)cc1C2=O)C=C,689
823,c1csc2c1c(CC)c1c(c2CC)scc1,690
824,c1sc(c2c1cc(OC)cc2),691
825,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2),692
826,c1c2nc(C)c(C)nc2c(s1)C=C,693
827,c1sccc1/C=C(/Cc1sc(CC)cc1)C=C,694
828,c1oc(cc1O)C=C,695
829,c1sc(c2c1[nH]c(=S)[nH]2)C=C,696
830,c1c(C)cc(CC)c(C)c1,697
831,c1sc(c2c1C(=O)OC2=O)C=C,698
832,c1cc(c2c(c1)c1c(s2)cccc1)C=C,699
833,c1c(OCC)c(cc(c1)OCC)C=C,700
834,c1scc2c1c1c(s2)sc(c1)C=C,701
835,c1nc2CCNS2c1,702
836,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N)C=C,703
837,c1sc(c2c1[C@H](C#N)CC[C@H]2C#N),704
838,c1oc2c(c1)C(=S)c1c2oc(c1)C=C,705
839,c1sc(c(c1C#N)C#N),706
840,C1S[C@@H]2[C@@H]1NCC2,707
841,c1c2c(=O)oc(=O)c2c(c2c1c(=O)oc2=O),708
842,c1c(C)Nc(C)c1C=C,709
843,c1sc(c2c1CC[C@@H](N)C2)C=C,710
844,Nc1sc(c2c1nccn2),711
845,c1sc2c(c1)C(=S)c1c2oc(c1)C=C,712
846,c1c2c(OCN2)c(s1)C=C,713
847,c1[nH]cc2c1S(=O)(=O)C(=C2),714
848,C1=C(CC)C(CC)=C(S1(=O)=O)C=C,715
849,c1sc(CC)c2c1nc(s2)C=C,716
850,c1c2n(CC)c3c(c2ccc1)cccc3C=C,717
851,c1sc(c2c1OCSS2),718
852,c1cc(c2c1[nH]cnc2)C=C,719
853,c1c(OCC)cc(c(c1)OCC)C=CC=C,720
854,c1cc(c(cc1)N(c1ccccc1)c1ccccc1),722
855,C1=CC(=C2[C@H]1CCS2)C=C,723
856,c1sc(c2c1c(S)ccc2),724
857,c1sc2C3=C([CH]S3)Cc2c1,725
858,c1sc2c(n1)Cc1c2sc(c1),726
859,c1sc(c2c1cc(C(F)(F)F)c(OC)c2)C=C,727
860,c1sc(c2c1CC[C@@H](C)C2)C=C,728
861,c1oc(c(c1OC)OC),729
862,c1scc2c1[C@@H](CC[C@H]2N(=O)=O)NC=C,730
863,c1sc(c2c1OCC[C@@H](SC)O2),731
864,c1c(ncc2c1non2)C=C,732
865,c1occ(C)c1C=CC=C,733
866,c1c2c(ccs1)nc1c2sc(c1),734
867,c1nc2cscc2nc1,735
868,c1sc(c2c1OSCS2),736
869,c1sc(c2c1C[C@H](C#N)[C@@H](OC)C2)C=C,737
870,c1scc2c1C[C@@H](CC2)C(=C),739
871,c1sc(c(c1)N(=O)=O)C=C,741
872,c1sc(c2c1[C@H](F)[C@H](F)[C@@H](F)[C@H]2F),742
873,c1c2c(cccc2)cc2c1c(ccc2),743
874,c1c2nsnc2c(c2c1nc(CC)c(CC)n2),744
875,c1oc(c(c1C)C)C=C,745
876,c1sc(c2c1[nH]c(N(=O)=O)c2),747
877,c1c(sc(OC)c1)NC=C,748
878,c1sc(c2c1oc(=O)o2),750
879,C1=CC(OC)=C(/C/1=C\1/C=C(OC)C=C1)C=C,751
880,c1cc2c(cc1)C(C(=O)N2CC)C1C(=O)Nc2cc(ccc12),752
881,N1c2cscc2N(CC1)C=C,753
882,c1sc(c2c1cc(C(=O)C(F)(F)F)cc2)C=C,754
883,c1c2nc(CC)c(CC)nc2c(s1),755
884,c1scc2c1C[C@@H]([C@@H](OC)C2)N,756
885,C1SC=C1C(=O)C,757
886,C1=CC2=C(OC=CO2)/C/1=C/1\C2=C(OC=CO2)C=C1,758
887,c1sc(c2c1[C@H](C(=O)C)CCC2),759
888,c1sc(c2c1cc(C=O)cc2),760
889,C1S=C(/C(=N/N)/C1=S)C=C,761
890,c1sc(c2c1nc(CN)c(CN)n2)C=C,762
891,c1[nH]c(=O)c2c1c(=O)[nH]c2C=C,763
892,c1sc(c2c1C[C@H](C(=O)C)CC2),764
893,c1sc(c2c1[C@H](S)CC[C@H]2O),765
894,c1c(C(F)(F)F)sc(OC)c1,766
895,c1scc2c1nc(c(NC)n2)N(C),767
896,c1sc(c2c1nc(CCO)c(CN)n2)C=C,768
897,c1sc(N(=O)=O)cc1,769
898,c1sc(c2c1OSCS2)C=C,770
899,c1sc(c(c1OC)C#N)C=C,771
900,c1oc2c(c1)C(=O)c1c2sc(c1)C=C,772
901,c1sc2c(c1CC)sc(c2CC)C=C,773
902,c1c2cscc2c(nn1)C=C,775
903,c1sc(c2c1ncnc2C#N)C=C,776
904,N1CN[C@@H]2[C@H]1N(CN2),777
905,c1sc(c(c1O)S),778
906,C1=C/C(/C(=C1)F)=C\1/C=C(C=C1F),779
907,c1sc(c2c1cc(N(=O)=O)c(N(=O)=O)c2)C=C,780
908,c1sc(c(c1O)C#N),781
909,c1scc(N(=O)=O)c1NC=C,782
910,c1sc(c(c1OC)OC)C=C,783
911,c1sc(c2c1C[C@H](C(=O)C(F)(F)F)CC2)C=C,784
912,c1sc(c2c1[C@H](C(=O)C(F)(F)F)CCC2)C=C,785
913,c1sc(c2c1cc(C#N)c(OC)c2),786
914,c1oc(c(c1O)S)C=C,788
915,c1sc(c2c1SCCCS2)C=C,789
916,c1sc(c2c1cc(C(=O)O)c(O)c2)C=C,790
917,c1scc2c1C=C(C2)C=C,791
918,c(nc1c2)cs1nc2C=C,792
919,c1sc(c(c1O)OC)C=C,793
920,c1sc(c2c1cc(C)c(OC)c2),794
921,c1oc2c(c1)C(=O)c1c2sc(c1),795
922,Nc1cscc1N,796
923,c1sc(c2c1cc(C(F)(F)F)c(C#N)c2)C=C,797
924,c1sc(c2c1scc2)C=C,798
925,c1sc(c2c1sc(C(=O)CC)c2)C=C,799
926,c1sc(c2c1[C@H](F)CC[C@H]2F),800
927,c1sc(c2c1sc(C(=O)CC)c2),801
928,c1[nH]cnc1C=C,802
929,c1sc(c(c1OCC)OCC)C=C,803
930,c1sc(c2c1cc(C#N)cc2)C=C,804
931,c1sc(c2c1oc(=S)o2),805
932,c1sc(c2c1CCC[C@H]2N(=O)=O),806
933,C(=[N])/N=C(\C1=CSC=[S]1),807
934,c1sc(c2c1cc(C)cc2),808
935,C(=C)c1sc(C)c(c1),809
936,c1sc(c2c1[C@H](C)CC[C@H]2C=C)C=C,810
937,c1oc2CCc2c1,812
938,c1c2c(ccs1)nc1c2sc(c1)C=C,813
939,c1sc(c2c1SCCS2),814
940,c1sc(c2c1c(C)ccc2C),815
941,c1sccc1S,816
942,N1c2cscc2N(CC(=O)C1),817
943,c1sc(c2c1CC[C@@H](C)C2),818
944,c1oc(cc1)C=C,819
945,c1cc2c(s1)c1c(c(=O)n(c2=O)CC)cc(s1)C=C,820
946,c1ccc(c2c1nn(CC)n2)C=C,821
947,c1sc(c2c1cc(N(=O)=O)cc2)C=C,822
948,c1scc(N(O)O)c1N(O)OC=C,823
949,c1sc(c2c1[C@H](C)CC[C@H]2C=C),824
950,c1csc2c1cc(c1c2scc1),825
951,c1sc(C(=O)OC)cc1,826
952,n1c(C)c2c(c1=O)c(C)n(c2=O),827
953,C=C=C1CC2=C(C1)C(=CC2)C=C,828
954,c1sc(C(=O)O)c(c1),829
955,c1sc(c2c1oc(=S)o2)C=C,830
956,c1cc2c(s1)c1c([nH]2)cc(s1)C=C,831
957,c1sc(c(c1OCC)OCC)C=CC=C,832
958,C1SC[C@](C1)(C(=O)N)NC=C,833
959,c1sc(c2c1nc(OCC)c(CN)n2)C=C,834
960,c1c(OC)cc(c(c1)OCC)C=C,835
961,c1sc(c2c1cc(N(=O)=O)cc2),836
962,c1sc(CC)c2c1nc(s2),837
963,c1scc2c1[C@@H](CCC2)NC=C,838
964,c1sc(c2c1cc(C(=O)OC)cc2)C=C,839
965,c1sc(OC)c(C(=O)C)c1,841
966,N1[C@@H]2C[C@@H]3NSN[C@@H]3C[C@@H]2N(S1)C=C,842
967,c1c2c(nccc2)c(s1)C=C,843
968,c1oc(c(c1F)F)C=C,844
969,c1csc2c1c(C)c(C)c1c2scc1,845
970,c1sc(c2c1SC(=O)CC(=O)O2)C=C,846
971,c1sc(c2c1[nH]nc2)C=C,847
972,c1sc(c2c1CC[C@@H](C=O)C2),849
973,c(s1)cc(c(=S)2)c1c(s3)c2cc3,852
974,C1=[S]C(=C(O1)[N]C=O)C=C,853
975,c1sc(c2c1C(=O)OC2=O),854
976,c1oc2cc(oc2c1)C=C,855
977,c1sc(C(=O)O)c(c1)C=C,856
978,c1sc(c2c1[nH]c(C#N)c2),857
979,C1=CC(=[S]C1)c1ccc(s1)C1=[S]CC(=C1),858
980,c1scc2c1C=C(C2=O)C=C,859
981,c1sc(cc1)C#CC=C,860
982,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2),861
983,c1sc(c2c1CCC2)C=C,862
984,c1scc2c1c(c(cc2)N)C=C,863
985,c1[nH]c2nc3[nH]c(nc3nc2n1)C=C,864
986,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2OC),865
987,c1oc(cc1C(=O)C(F)(F)F),866
988,C1=[S]c2cscc2[S]=C1,867
989,c1csc2c1c(C)c(C)c1c2scc1C=C,868
990,c1sc(c2c1occ2)C=C,869
991,C1=C(Cc2cscc2C1),870
992,c1oc(cc1C(=O)OC),871
993,c1sc(c2c1C[C@H](C(F)(F)F)CC2),872
994,c1sc(c2c1cc[nH]2),873
995,c1sc2c(c1)n(C)c1c2sc(c1),874
996,c1oc(c(c1C#N)C(F)(F)F)C=C,875
997,c1oc(c(c1O)C(=O)O)C=C,876
998,c1sc(c(n1)C(=O)OC)C=C,878
999,Nc1sc(N(=O)=O)cc1,880
1000,c1c2c(=O)sc(=O)c2c(c2c1c(=O)oc2=O)C=C,881
1001,c1sc(c2c1CCC[C@H]2C=O),882
1002,c1sc(c(c1C=C)OC),883
1003,c1sc(c2c1C[C@H](C(=O)OC)CC2)C=C,884
1004,c1[nH]c(cc1)C(C(=O)N)=C,885
1005,c1sc(c(c1C#N)C#N)C=C,886
1006,c1oc(nc1),888
1007,c1oc(cc1O),889
1008,c1sc(c2c1cc(F)c(F)c2)C=C,890
1009,c(s1)c2C(NCC)OC(O)c2c1,891
1010,c1n(CC)nc(c1CC)CC,892
1011,c1sc(c2c1C(=O)c1ccc(CC)cc1C2=O),893
1012,c1oc(cc1C(=O)O)C=C,894
1013,c1sc(c2c1C[C@H](C(=O)C(F)(F)F)CC2),895
1014,c1scc2c1N(CCN2C(=O)O),896
1015,C1=C(c2c3c(cccc13)ccc2),897
1016,c1sc(c2c1OCCS2)C=C,898
1017,c1scc2c1c(c(cc2)N),899
1018,c1sc(c2c1c(F)c(F)c(F)c2F)C=C,900
1019,C1=C(C=C/C/1=C\1/C=CC(=C1)N)NC=C,901
1020,c1cccc2c1n(c1c2cccc1)C=C,902
1021,c1scc2c1c1c(s2)cc(s1)C=C,903
1022,c1sc(c2c1CC[C@@H](OC)C2),904
1023,c1sc(c2c1c(C(=O)O)ccc2O)C=C,905
1024,c1sc(c2c1cc(C)c(C)c2)C=C,906
1025,c1sc2c(c1)C(=O)c1c2sc(c1),907
1026,c1csc2c1c(CC)c1c(n2)scc1C=C,909
1027,c1oc(c(c1C(F)(F)F)OC),910
1028,c1sc(c2c1cc(C)cc2)C=C,911
1029,c1ccc2c(c1)C(=O)c1c2ccc(c1)C=C,912
1030,c1sc(c2c1cc(C(=O)O)c(O)c2),913
1031,c1oc2c(n1)cc1c(c2)oc(n1)C=C,914
1032,C1=C([CH]S1)C(=C),915
1033,c1c2n(CCC)c3c(c2ccc1)cccc3C=C,916
1034,C1C2CC(=C)O[C@H](C1C=CC2C)CCCC=C,917
1035,c1sc(c2c1cc(SCC)c(SCC)c2)C=C,918
1036,c1sc(cc1)S,919
1037,c1scc2c1c(ccc2O)C=C,920
1038,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C(F)(F)F)C2)C=C,921
1039,c1sc(cc1)N,922
1040,C1=[S]C(=O)C2=C1C(=O)[S]=C2C=C,923
1041,c1sc(c2c1cc(C(F)(F)F)c(OC)c2),924
1042,c1sc(c2c1cc(C(F)(F)F)c(C#N)c2),925
1043,c1sc(c2c1CC[C@@H](C=O)C2)C=C,927
1044,c1sc(c2c1[C@H](OC)CC[C@H]2OC),929
1045,c1sc(c2c1c(C(=O)C(F)(F)F)ccc2),930
1046,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C#N)C2),932
1047,c1c(OC)c(ccc1)C=C,933
1048,c1sc(c2c1C(=O)c1ccccc1C2=O)C=C,934
1049,c1c(OC)cc(c(c1)OCC)C=CC=C,935
1050,c1sc(c2c1cc(OC)c(OC)c2),937
1051,C1=C(Oc2c(csc2)O1),939
1052,c1sc2c(c3ccoc3cc2c1)C=C,940
1053,c1nc2c(c(=O)c3c2ncc3)c1,941
1054,c1sc(c2c1sc(C#N)c2)C=C,942
1055,N1c2cscc2N(C1),943
1056,c1n(CC)c(=O)c2c1c(=O)n(CC)c2C=C,944
1057,C1S=C(/C(=N/N)/C1=S),945
1058,c1scc(n1)C=C,946
1059,c1sc(c2c1[nH]c(=O)[nH]2)C=C,947
1060,c1sc(c2c1OCCCC2),948
1061,c1sc(c2c1OCO2)C=C,950
1062,c1sc(c2c1CC[C@@H](OC)C2)C=C,951
1063,c1sc(C=O)c(c1)C=C,952
1064,c1sc(c2c1CC[C@@H](C(=O)O)C2),953
1065,c1cscc1C(=O)OC=C,954
1066,c1c2c(=O)oc(=O)c2c(c2c1c(=O)oc2=O)C=C,956
1067,c1sc(c2c1sc(C(=O)OCC)c2)C=C,957
1068,c1scc2c1c(ccc2OC),958
1069,c1sc(c2c1[C@H](OC)CCC2),959
1070,c1c2cscc2c(N)c(c1)C=C,960
1071,c1sc(c2c1c(C)ccc2)C=C,961
1072,c1oc(c(c1N(=O)=O)N(=O)=O)C=C,962
1073,c1sc(c2c1cc(C#N)cc2),963
1074,c1sc(c2c1[nH]nc2),964
1075,C1SC[C@](C1)(C(=O)N)N,965
1076,c1sc(c2c1C[C@H](C(=O)O)[C@@H](O)C2),966
1077,N1CN[C@@H]2[C@H]1N(CN2)C=C,967
1078,c1sc(c2c1c(C(F)(F)F)ccc2)C=C,968
1079,c1sc(c2c1c(S)ccc2)C=C,969
1080,c1c(F)sc(F)c1C=C,970
1081,C1=C(c2cscc12)C=C,971
1082,c1ccc(c2c1nc(CC)c(CC)n2),973
1083,c1sc(c2c1[C@H](S)CCC2),974
1084,c1c(c2c(s1)c1c(n2CC)CCS1),975
1085,c1sc(c(c1)C(=O)C),976
1086,c1sc2c(c1)[nH]c(c2)C=C,977
1087,c1sc(c2c1c(C(F)(F)F)ccc2OC),978
1088,c1sc2c(c1)C(C)(C)c1c2sc(c1)C=C,979
1089,c1oc2c(n1)cc1c(c2)oc(n1),980
1090,c1sc(c2c1sc(=S)s2)C=C,981
1091,c1sc(c2c1c(C(=O)OC)ccc2)C=C,982
1092,c1nc2c(s1)[C@H]1[C@H](C2(CC)CC)N(CS1),983
1093,c1c2c(ncs2)c(c2c1ncs2)C=C,985
1094,c1c2c(=O)n(c(=O)c2cc2c1c(=O)sc2=O)C=C,986
1095,C1C(=O)O[C@@H]2[C@H]1CC[C@@H]1[C@H]2OC(=O)C1,988
1096,c1sc(cc1)c1ccc(s1)c1sc(cc1),989
1097,c1c(C(=O)c2cscc2C(=O)c2ccccc2)ccc(c1),991
1098,c1sc(c(c1O)C(F)(F)F),992
1099,c(s1)c(CCN)c(CCN)c1C=C,993
1100,C1=Cc2[nH]c(cc2C1)C=C,994
1101,c1cc(CN)ccc1CNC=C,995
1102,C1=C[C@@H]2[C@H](C1)[C@@H]1[C@@H](C=CC1)C2=CC=C,996
1103,c1oc2cc(oc2c1),997
1104,c1sc(c2c1[nH]c(C#N)c2)C=C,998
1105,c1sc(c2c1cc1C(=O)N(CC)C(=O)c1c2)C=C,999
1106,c1sc(c2c1CN2),1000
1107,c1sc(c2c1[C@H](N(=O)=O)CC[C@H]2N(=O)=O)C=C,1001
1108,c1scc2c1c(ccc2OC)C=C,1002
1109,c1sc(c2c1CN2)C=C,1003
1110,c1sc(c2c1cc(C(=O)OC)s2),1004
1111,c1[nH]cc2c1[nH]cc2,1005
1112,c1[nH]c(cc1)C#CC=C,1006
1113,c1sc(CC)c2c1c(c[nH]2),1007
1114,c1oc(c(c1OC)C#N),1008
1115,c1cCcc1,1009
1116,c1sc(c2c1c(C(=O)O)ccc2O),1010
1117,C(=C)C#CC=C,1011
1118,c1scc2c1c1c(s2)sc(c1),1012
1119,C1=CC2=CC(=NC2=C1)C=C,1013
1120,c1sc(c(c1C)C),1014
1121,C(=[N])/N=C(\C1=CSC=[S]1)C=C,1015
1122,c1c2c(=O)n(c(=O)c2cc2c1c(=O)oc2=O)C=C,1016
1123,N1C(=O)C=C(C1=O),1017
1124,c1oc(c(c1C(F)(F)F)OC)C=C,1018
1125,c1c(C)cc(CC)c(C)c1C=C,1019
1126,c1sc(c2c1CCCC2),1020
1127,C1C(=O)O[C@H]2[C@@H]1CC[C@H]1[C@@H]2OC(=O)C1,1021
1128,c1cc(c2c1[nH]cnc2),1022
1129,c1sc(c2c1sc(C(=O)CC)c2F)C=C,1023
1130,C1=C(C(=C[S@@]1O)O),1024
1131,c1sc(c2c1C[C@H](N)[C@@H](N(=O)=O)C2)C=C,1025
1132,c1sc(c2c1cc(C)s2),1026
1133,c1sc2c(n1)Cc1c2sc(c1)C=C,1027
1134,c1cc(N(=O)=O)c(cc1)C=C,1028
1135,c1sc(c2c1sc(N(=O)=O)c2),1029
1136,c1scc2c1C(=C[S@@]2[O])C=C,1030
1137,c1sc(c2c1C[C@H](N(=O)=O)[C@@H](N(=O)=O)C2)C=C,1031
1138,C1=C(Cc2c(C1)nsn2),1032
1139,C(=C)N=NC=C,1033
1140,c1sc(c2c1C[C@H](S)[C@@H](O)C2)C=C,1034
1141,C1=[S]C(=C(S1)C(=O)C),1035
1142,C1C(=O)Oc2c1cc1c(c2)C(C(=O)O1)C=C,1036
1143,c1sc(c2c1nc(OCC)c(OCC)n2)C=C,1037
1144,C#CC#CC=C,1038
1145,c1sc(c2c1[nH]cn2)C=C,1039
1146,c1sc(c2c1oc(=O)c(=O)o2),1040
1147,c1oc(c(c1O)C(=O)O),1041
1148,c1c(OC)c(ccc1),1042
1149,C1=C2C(C(=O)S1)=C(OC2=O)C=C,1043
1150,c1sc(c2c1c(C#N)ccc2C#N)C=C,1044
1151,c1sc(c2c1c(C(=O)C)ccc2),1045
1152,c1sc(c2c1cc(N(=O)=O)c(N)c2)C=C,1046
1153,C=Cc1csc(c1),1047
1154,c1[nH]c2[nH]c(nc2n1),1048
1155,c1c(OCCC)c(cc(c1)OCCC),1049
1156,c(s1)cc(c(CC)c(CC)2)c1c(s3)c2cc3C=C,1050
1157,c1sc(c2c1oc(=O)o2)C=C,1051
1158,c1sc(c2c1c(N(=O)=O)ccc2N)C=C,1052
1159,C1=Cc2cc3=CC(=Cc3cc2=C1),1053
1160,c(s1)cc(c(OC(CCC)CCC)2)c1c(OC(CCC)CCC)c(c3)c2sc3,1054
1161,c1c(c2c(s1)c(OC)c1c(c2OC)scc1),1056
1162,N1CN[C@@H]2N[C@H]3[C@@H](N[C@H]12)NCN3,1057
1163,c1sc(c2c1[C@H](C(F)(F)F)CC[C@H]2C#N),1058
1164,c1nnc(nn1)C=C,1059
1165,c1sc(c2c1C(=O)SC2=O),1060
1166,C1SC=C1C(=O)OCC=C,1061
1167,c1sc(c2c1cc(SCC)c(SCC)c2),1062
1168,c1sc(c2c1cc(C(=O)OC)cc2),1063
1169,c1sc(c2c1SC(=O)CC(=O)O2),1064
1170,c1cnc(c2c1nsn2)C=C,1065
1171,c1scc2c1c1c(s2)cc(s1),1066
1172,c1sc2c(c1CC)sc(c2CC),1067
1173,c1cc2c(cc1)C(C(=O)N2CC)C1C(=O)Nc2cc(ccc12)C=C,1068
1174,c1sc(c2c1SCC(=O)CS2),1069
1175,c1sc(c(c1F)F)C=C,1070
1176,c1sc(c(n1)C(=O)OC),1071
1177,c1sc(C(F)(F)F)cc1C=C,1072
1178,c1sc(c2c1oc(=O)c(=O)o2)C=C,1073
1179,c1sc(c2c1c(C#N)ccc2OC),1074
1180,c1c2C(=O)CC(=O)c2c(c2c1C(=O)CC2=O),1075
1181,C1=C2CSC[C@H]2C(=C1)C=C,1076
1182,c1sc(c2c1cc(C)s2)C=C,1078
1183,C=C=C1CC2=C(C1)C(=CC2),1079
1184,c1c(sc(OC)c1)N,1080
1185,c1sc(c2c1sc(C#N)c2),1081
1186,C1=[S]C(=S)C2=C1C=C(S2(=O)=O)C=C,1083
1187,c1c2c(C=C)c3c(cc2ccc1)c(ccc3),1084
1188,c1sc(c2c1[C@H](N)CC[C@H]2OC),1085
1189,c1sc(c2c1C[C@H](C(F)(F)F)[C@@H](C#N)C2)C=C,1086
1190,c1c(oc2cscc2s1),1087
1191,c1ccc(OCC)c2c1c(OCC)ccc2C=C,1088
1192,c1sc2nc(sc2c1)C=C,1090
1193,c1sc(cc1)C=CC=C,1091
1194,c1cc(cc2c1n(c1c2cccc1)C(CC)CC)C=C,1092
1195,c1sc(c(c1CC)CC)C=C,1093
1196,NCc1cc(OCC)c(cc1OCC)CN,1094
1197,c1scc(C#N)c1NC=C,1095
1198,c1sc(c2c1C(=O)CCC2=O)C=C,1096
1199,c1sc(c2c1c(N(=O)=O)ccc2)C=C,1097
1200,c1sc(c2c1SCCS2)C=C,1098
1201,c1sc(c2c1c(C=O)ccc2),1099
1202,c1sc(c(c1CC)OCCS(O)(O)O)C=C,1100
1203,c1sc(c2c1OCCCS2),1101
1204,c1cc2c(s1)c1c(c(=O)[nH]c2=O)cc(s1),1102
1205,c1sc(cc1)NC=C,1103
1206,N1[C@@H]2CSC(=S)[C@H]2N(CC1),1104
1207,c1nc2c(s1)c1c(c(c2CC)CC)N(CS1),1105
1208,c1sc2c(c1F)c(OCC)c1c(c2OCC)c(F)c(s1)C=C,1106
1209,N1[C@@H]2CSC(=S)[C@H]2N(CC1)C=C,1107
