GA,donor_filename,NFA_filename,predicted_PCE,donor_SMILES,NFA_SMILES
4,579_99_100111,39_28_86_50_39,20.470919,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1ccc(F)c2)C=Cc1sc(c2c1ccc(F)c2)C=Cc1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1cc(SCC)c(s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_100000,39_15_86_28_39,20.433812,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2C(=O)c3c(-c2cc1)ccc(c3)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_000101,39_126_39,20.42529,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,260_99_100111,39_28_86_28_39,20.425153,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c(s1)c2cc(OC)c(OC)cc2c1C=Cc(s1)c2cc(OC)c(OC)cc2c1C=Cc1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_001000,39_126_39,20.400904,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,1050_99_111100,39_28_86_28_39,20.392313,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cc(OC)c(OC)c2),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,579_99_110011,39_126_39,20.385912,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1ccc(F)c2)C=Cc1sc(c2c1ccc(F)c2)C=Cc1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_010100,39_15_86_28_39,20.383243,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2C(=O)c3c(-c2cc1)ccc(c3)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,399_99_111001,39_28_86_50_39,20.382363,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1nc(OCC)c(CN)n2)c1sc(c2c1nc(OCC)c(CN)n2)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1cc(SCC)c(s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_000100,39_126_39,20.381516,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,260_99_001111,39_28_86_28_39,20.381428,c(s1)c2cc(OC)c(OC)cc2c1C=Cc(s1)c2cc(OC)c(OC)cc2c1C=Cc1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,687_99_111001,39_28_86_28_39,20.378393,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1cc(C)c(OC)c2)C=Cc1sc(c2c1cc(C)c(OC)c2)C=Cc1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_000001,39_126_39,20.373243,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,1024_99_100111,39_28_86_28_39,20.365818,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1cc(C)c(C)c2)C=Cc1sc(c2c1cc(C)c(C)c2)C=Cc1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,1050_99_110011,39_28_86_28_39,20.364921,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1sc(c2c1cc(OC)c(OC)c2)c1sc(c2c1cc(OC)c(OC)c2)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC)c1c(N(c2ccc(C)cc2)c2ccc(C)cc2)c2sc(c(N(c3ccc(C)cc3)c3ccc(C)cc3)c2s1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_000011,39_126_39,20.359824,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
4,100_99_000010,39_126_39,20.359645,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3)c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3)c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3),C(=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31)c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1)C=C1C(=O)c2cc3c(cc2C1=C(C#N)C#N)C1C2C=CC(C2)C31
