,smi_filename,smiles,sTDDFTxtb_HOMO,B3LYP_HOMO,A_or_D
147,270_C,c1cc2c(c3cccc(SCC)c3)c3c(c(c4cccc(SCC)c4)c2s1)cc(s3),-13.988,-5.672156,D
148,271_C,c1cc2c(c3cc(OCC)c(Cl)s3)c3c(c(c4cc(OCC)c(s4)Cl)c2s1)cc(s3),-13.568,-5.362616,D
149,273_C,c1cc2c(c3cc(CC)c(Cl)s3)c3c(c(c4cc(CC)c(s4)Cl)c2s1)cc(s3),-13.703,-5.462111,D
150,276_C,C1C=C2SC3C(c4cc(CC)c(CC)s4)=c4c(=C(c5cc(CC)c(s5)CC)C3=C2S1)sc1cc(sc41),-12.825,-4.815025,D
151,277_C,c1ccc2C(C(=O)N(C)c2c1)=C1C(=O)N(C)c2cc(ccc12),-14.448,-6.011176,D
152,278_C,c1cc2c(c3cc4sc(CC)cc4s3)c3c(c(c4sc5cc(CC)sc5c4)c2s1)cc(s3),-13.454,-5.278598,D
153,279_C,C1=C2C(C(=O)N1C)=C(N(C)C2=O),-14.405,-5.979485,D
154,280_C,c1c2C(=O)N(C)C(=O)c2c(s1),-15.835,-7.033395,A
155,281_C,c1ccc(c2C(=Cc3ccsc3)C(=O)N(CC)c12),-14.315,-5.913155,D
156,282_C,c1sc(c2sc(C(=O)OCC)c(c12)Cl),-13.967,-5.656679,D
157,283_C,c1sc(c2sc(c3c(cc(C(=O)OCC)s3)Cl)c(c12)Cl),-13.869,-5.584453,D
158,284_C,c1cc2c(c3cccc(OCC)c3)c3c(c(c4cccc(OCC)c4)c2s1)cc(s3),-13.877,-5.590349,D
159,285_C,c1c(F)c(F)c(c2nc(c3ccc(OCC)c(c3)F)c(nc12)c1ccc(OCC)c(F)c1),-14.937,-6.371569,D
160,286_C,c1ccc(c2nc(c3cccc(OCC)c3)c(nc12)c1cccc(OCC)c1),-15.045,-6.451165,D
161,287_C,c1cc2c(c3cc4sc([Si](CC)(CC)CC)cc4s3)c3c(c(c4sc5cc([Si](CC)(CC)CC)sc5c4)c2s1)cc(s3),-13.401,-5.239537,D
162,288_C,c1cc2c(c3ccc4cc(OCC)ccc4c3)c3c(c(c4cc5ccc(OCC)cc5cc4)c2s1)cc(s3),-13.824,-5.551288,D
163,289_C,c1cc2c(c3ccc(OCC)c(C(F)(F)F)c3)c3c(c(c4ccc(OCC)c(c4)C(F)(F)F)c2s1)cc(s3),-14.022,-5.697214,D
164,290_C,c1sc(c2sc(c3ccc(C(=O)OCC)s3)c(c12)Cl),-13.839,-5.562343,D
165,291_C,c1c(F)c(F)c(c2nc(c3cccc(OCC)c3)c(nc12)c1cccc(OCC)c1),-15.17,-6.54329,D
166,292_C,c1cc2c(c3c1nc(c1ccc(CC)s1)c(c1ccc(CC)s1)n3)cc(c1nc(c3ccc(CC)s3)c(nc21)c1ccc(CC)s1),-14.154,-5.794498,D
167,293_C,c1nnc(s1),-16.86,-7.78882,A
168,294_C,c1cc2c(c3ccc4ccccc4c3)c3c(c(OCC)c2s1)cc(s3),-13.631,-5.409047,D
169,295_C,c1cc2c(c3ccc4cc(SCC)ccc4c3)c3c(c(c4cc5ccc(SCC)cc5cc4)c2s1)cc(s3),-13.868,-5.583716,D
170,296_C,c1cc2c(c3ccc(CC)[se]3)c3c(c(c4ccc(CC)[se]4)c2s1)cc(s3),-13.58,-5.37146,D
171,298_C,c1cc2c(c3ccc4ccccc4c3)c3c(c(c4ccc(SCC)s4)c2s1)cc(s3),-13.84,-5.56308,D
172,299_C,c1c(F)c(F)c(c2nc(c3sc(CC)c(c3)F)c(nc12)c1cc(F)c(CC)s1),-14.731,-6.219747,D
173,29_C,c1c(CC)c2c(s1)c1c(s2)c2c3nc(C)c(C)nc3c3c4sc5c(CC)c(sc5c4n(CC)c3c2n1CC),-13.056,-4.985272,D
174,2_C,c1cc2C(CC)(CC)c3c(-c2s1)cc1C(CC)(CC)c2c(-c1c3)sc(c2),-13.685,-5.448845,D
175,300_C,c1ccc(c(F)c1F),-16.272,-7.355464,A
176,301_C,c1cc2c(c3cc(OCC)cc(OCC)c3)c3c(c(c4cc(cc(OCC)c4)OCC)c2s1)cc(s3),-13.713,-5.469481,D
177,302_C,c1c(CC)nc(s1),-15.175,-6.546975,A
178,303_C,c1cc2c(c3ccc([Si](CC)(CC)CC)s3)c3c(c(c4ccc([Si](CC)(CC)CC)s4)c2o1)cc(o3),-13.522,-5.328714,D
179,304_C,c1cc2c(c3ccc(SCC)c(F)c3)c3c(c(c4ccc(SCC)c(c4)F)c2s1)cc(s3),-14.032,-5.704584,D
180,305_C,c1cc2c(c3ccc(SCC)[se]3)c3c(c(c4ccc(SCC)[se]4)c2s1)cc(s3),-13.302,-5.166574,D
181,307_C,c1cc2sc3-c4cc5C(c6ccc(COCOC)cc6)(c6ccc(COCOC)cc6)c6c(-c5cc4C(c4ccc(COCOC)cc4)(c4ccc(COCOC)cc4)c3c2s1)sc1cc(sc61),-13.521,-5.327977,D
182,308_C,c1cc2sc3-c4cc5C(c6ccc(SCC)cc6)(c6ccc(SCC)cc6)c6c(-c5cc4C(c4ccc(SCC)cc4)(c4ccc(SCC)cc4)c3c2s1)sc1cc(sc61),-13.404,-5.241748,D
183,309_C,c1cc2sc3-c4cc5C(c6ccc(CC)s6)(c6ccc(CC)s6)c6c(-c5cc4C(c4ccc(CC)s4)(c4ccc(CC)s4)c3c2s1)sc1cc(sc61),-13.396,-5.235852,D
184,30_C,c1c(CC)c2sc3c4c5c(nccn5)c5c6sc7c(CC)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.136,-5.044232,D
185,311_C,c1cc2c(c3cc4cc(CC)ccc4s3)c3c(c(c4sc5ccc(CC)cc5c4)c2s1)cc(s3),-13.852,-5.571924,D
186,315_C,c1sc2-c3c(C(c2c1)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1sc2-c4cc5C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c6c(-c5cc4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c2c1s3)sc1c2c(sc61)-c1sc(cc1C2(c1ccc(CC)cc1)c1ccc(CC)cc1),-12.874,-4.851138,D
187,316_C,c1c2cc(C(=O)OCC)sc2c(c2c1nn(CC)n2),-14.479,-6.034023,D
188,318_C,c1cc(c2cc(cc(OCC)c2)OCC)c(s1),-14.534,-6.074558,D
189,319_C,c1sc2c3oc4c(OCC)c5c(c(OCC)c4c3n(c2c1)CC)oc1c2sc(cc2n(CC)c51),-12.838,-4.824606,D
190,320_C,c1c(c2cccc(CC)c2)c2sc3c4c5c(nsn5)c5c6sc7c(c8cccc(CC)c8)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.105,-5.021385,D
191,321_C,c1sc2-c3c(C(c4cccc(CC)c4)(c4cccc(CC)c4)c2c1)cc1-c2c(C(c1c3)(c1cccc(CC)c1)c1cccc(CC)c1)c1c(s2)c2c(s1)-c1cc3c(cc1C2(c1cccc(CC)c1)c1cccc(CC)c1)-c1sc(cc1C3(c1cccc(CC)c1)c1cccc(CC)c1),-13.228,-5.112036,D
192,322_C,c1sc2c3sc4-c5cc6C(c7cccc(OCC)c7)(c7cccc(OCC)c7)c7c(-c6cc5C(c5cccc(OCC)c5)(c5cccc(OCC)c5)c4c3n(c2c1)CC)sc1c2sc(cc2n(CC)c71),-12.979,-4.928523,D
193,323_C,c1cc2sc3-c4cc5C(c6cccc(CC)c6)(c6cccc(CC)c6)c6c(-c5cc4C(c4cccc(CC)c4)(c4cccc(CC)c4)c3c2s1)sc1cc(sc61),-13.404,-5.241748,D
194,324_C,c1cc2c(c3ccc(CC)cc3)c3c(c(c4ccc(CC)cc4)c2o1)cc(o3),-14.197,-5.826189,D
195,325_C,c1cc2c(c3cc(F)c(CC)c(F)c3)c3c(c(c4cc(c(CC)c(c4)F)F)c2o1)cc(o3),-14.565,-6.097405,D
196,326_C,c1c(C(=O)OCC)c2c(s1)c(C(=O)OCC)c(s2),-14.465,-6.023705,D
197,327_C,c1cc2c(c3cc(F)c(CC)s3)c3c(c(c4sc(CC)c(c4)F)c2o1)cc(o3),-13.786,-5.523282,D
198,328_C,c1cc2c(c3cc(Cl)c(CC)s3)c3c(c(c4sc(CC)c(c4)Cl)c2o1)cc(o3),-13.721,-5.475377,D
199,329_C,c1cc2sc3-c4cc5C(c6cccc(OCC)c6)(c6cccc(OCC)c6)c6c(-c5cc4C(c4cccc(OCC)c4)(c4cccc(OCC)c4)c3c2s1)sc1cc(sc61),-13.292,-5.159204,D
200,32_C,c1sc(c2cc(CC)sc12),-13.796,-5.530652,D
201,330_C,c1c2c(non2)c(c(OCC)c1OCC),-15.394,-6.708378,A
202,331_C,c1cc2C(CC)(CC)c3c(-c2s1)c(OCC)c1c(c3OCC)-c2c(C1(CC)CC)cc(s2),-13.531,-5.335347,D
203,332_C,c1sc2c3sc4c5c6c(nsn6)c6c7sc8c9c(c%10nn(CC)nc%10c8c7n(c6c5n(c4c3c3c(c2c1)nn(CC)n3)CC)CC)cc(s9),-13.272,-5.144464,D
204,335_C,c1cc2sc3-c4c(C(c5ccc(CC)cc5)(c5ccc(CC)cc5)c3c2s1)cc1-c2c(C(c3c1c4ccc3)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1c(s2)cc(s1),-13.29,-5.15773,D
205,336_C,c1cc2sc3-c4c(C(Cc5ccc(CC)cc5)(c5ccc(CC)cc5)c3c2s1)cc1-c2c(C(c3c1c4ccc3)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1c(s2)cc(s1),-13.251,-5.128987,D
206,337_C,c1sc2-c3c(OC(CC)(CC)c2c1)cc1-c2c(C(Oc1c3)(CC)CC)cc(s2),-13.47,-5.29039,D
207,338_C,c1sc2-c3c(C(c2c1)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1c(CC)c2sc4-c5c(C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c4c2c(c1s3)CC)cc(s5),-13.16,-5.06192,D
208,339_C,c1cnc(cn1),-16.011,-7.163107,A
209,33_C,c1sc(c2cc(C(=O)OCC)sc12),-13.933,-5.631621,D
210,341_C,c1[se]c(c2cc(CC)sc12),-13.676,-5.442212,D
211,342_C,c1sc(c2cc(CC)[se]c12),-13.63,-5.40831,D
212,343_C,c1cc2sc3-c4c(OCC)c5c(cc4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2s1)c(OCC)c1-c2c(C(c1c5)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1c(s2)cc(s1),-13.419,-5.252803,D
213,345_C,c1c(CC)c2c(s1)-c1c(C2(CC)CC)cc(s1),-13.485,-5.301445,D
214,346_C,c1ccc(nn1),-15.937,-7.108569,A
215,347_C,c1cc2C(c3ccc(CC)cc3)(c3ccc(CC)cc3)c3c(-c2s1)c1ccc2C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c4cc(sc4-c2c1cc3),-13.737,-5.487169,D
216,348_C,c1cc2c(c3nsnc13)cc(c1nsnc21),-15.115,-6.502755,D
217,349_C,c1cc(c2c(OCC)cccc2OCC)c(s1),-14.185,-5.817345,D
218,34_C,c1sc2-c3c(C(CC)(CC)c2c1)cc(s3),-13.555,-5.353035,D
219,350_C,c1c(c2ccccc2CC)c2sc3c4c5c(nsn5)c5c6sc7c(c8c(CC)cccc8)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.07,-4.99559,D
220,351_C,c1c(OCC)c(OCC)c(cc1),-14.299,-5.901363,D
221,354_C,c1ccc(cn1),-16.413,-7.459381,A
222,355_C,c1sc2-c3c(OC(CC)(CC)c2c1)cc(s3),-13.325,-5.183525,D
223,356_C,c1sc2-c3c(C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c2c1)ccc(c3),-14.255,-5.868935,D
224,357_C,c1ccc(c2C(=O)N(CC)C(=O)c12),-16.224,-7.320088,A
225,358_C,c1sc2c3sc4-c5c(C(c6ccc(OCC)cc6)(c6ccc(OCC)cc6)c4c3n(c2c1)CC)cc1-c2c(C(c1c5)(c1ccc(OCC)cc1)c1ccc(OCC)cc1)c1c(s2)c2sc(cc2n1CC),-12.887,-4.860719,D
226,359_C,c1cc(c2ccc(CC)cc2)c(s1),-14.652,-6.161524,D
227,35_C,c1c(OCC)c(OCC)c(c2c1nsn2),-14.603,-6.125411,D
228,363_C,c1c(OCC)c(OCC)c(c2c1nccn2),-14.912,-6.353144,D
229,364_C,c1c(F)c(F)c(c2nc(CC)c(nc12)CC),-15.929,-7.102673,A
230,365_C,c1ccc(c2nc(c3ccccc3)c(nc12)c1ccccc1),-15.444,-6.745228,A
231,366_C,c1ccc(c2nccnc12),-15.882,-7.068034,A
232,367_C,c1c(N(c2ccc(SC)cc2)c2ccc(SC)cc2)c2sc(c(N(c3ccc(SC)cc3)c3ccc(SC)cc3)c2s1),-12.825,-4.815025,D
233,368_C,c1cc2[se]c3-c4cc5C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c6c(-c5cc4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2s1)[se]c1cc(sc61),-13.396,-5.235852,D
234,369_C,c1cc2C3(c4ccc(OCC)cc4-c4cc(OCC)ccc34)c3c(-c2cc1)ccc(c3),-14.576,-6.105512,D
235,36_C,c1c2ncc(OCC)nc2c(c(c1F)F),-15.726,-6.953062,A
236,370_C,c1sc2c3sc4c(c3n(c2c1)CC)sc1c2c(n(CC)c41)cc(s2),-12.868,-4.846716,D
237,371_C,c1c2c(N=S=N2)c(c2nsnc12),-14.576,-6.105512,D
238,372_C,c1sc2c3c4c(nsn4)c4c5sc6c(CC)c(sc6c5n(c4c3n(c2c1CC)CC)CC),-13.142,-5.048654,D
239,373_C,c1sc2-c3c(C(c2c1)(C)C)cc1-c2c(C(C)(C)c1c3)cc1-c3c(C(c1c2)(C)C)cc1-c2c(C(c1c3)(C)C)cc(s2),-13.836,-5.560132,D
240,374_C,c1c(CC)c2sc3c4c5c(nc(c6ccc(C(F)(F)F)cc6)c(c6ccc(C(F)(F)F)cc6)n5)c5c6sc7c(CC)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.283,-5.152571,D
241,375_C,c1c(CC)c2sc3c4c5nc(c6ccc(CC)s6)c(c6ccc(CC)s6)nc5c5c6sc7c(CC)c(sc7c6n(CC)c5c4n(c3c2s1)CC),-13.065,-4.991905,D
242,376_C,c1c(CC)c2sc3c4c5nc(c6sc(CC)c(c6)F)c(c6cc(F)c(CC)s6)nc5c5c6sc7c(CC)c(sc7c6n(CC)c5c4n(c3c2s1)CC),-13.154,-5.057498,D
243,377_C,c1cc2sc3c4C(c5ccc(CC)cc5)(c5ccc(CC)cc5)c5c(-c4sc3c2s1)cc1C(c2ccc(CC)cc2)(c2ccc(CC)cc2)c2c(-c1c5)sc(c2),-13.349,-5.201213,D
244,378_C,c1cc2sc3-c4cc5C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c6c(-c5cc4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2[se]1)sc1cc([se]c61),-13.377,-5.221849,D
245,379_C,c1cc2sc3c4C(c5ccccc5)(c5ccccc5)c5c(-c4sc3c2s1)cc1C(c2ccccc2)(c2ccccc2)c2c(-c1c5)sc1cc(sc21),-13.287,-5.155519,D
246,380_C,c1ccc(c2nc(c3ccc(CC)cc3)c(nc12)c1ccc(CC)cc1),-15.295,-6.635415,A
247,381_C,c1c2nc(CC)sc2c(c2c1sc(CC)n2),-14.715,-6.207955,D
248,382_C,c1cc2sc3c4c5nn(CC)nc5c5c6sc7cc(sc7c6n(CC)c5c4n(c3c2s1)CC),-13.113,-5.027281,D
249,383_C,c1ccc2c3c(n(c2c1)CC)c1c2c(nn(CC)n2)c2c(c1n3CC)n(CC)c1c2n(CC)c2c1ccc(c2),-13.227,-5.111299,D
250,385_C,c1c(F)c(F)c(c2nc(c3sc(CC)c(c3F)F)c(nc12)c1sc(CC)c(F)c1F),-14.823,-6.287551,D
251,386_C,c1c(CC)c2c(s1)c1c3nn(CC)nc3c3c4sc(c(CC)c4n(CC)c3c1n2CC),-13.3,-5.1651,D
252,387_C,c1c(CC)c2c(s1)c1c(s2)c2c3nsnc3c3c4sc5cc(sc5c4n(CC)c3c2n1CC),-13.071,-4.996327,D
253,388_C,c1c2ncc(OCC)nc2c(cc1),-15.511,-6.794607,A
254,389_C,c1c2nc(c3c(c(c(OCC)c(c3F)F)F)F)c(c3c(F)c(F)c(OCC)c(F)c3F)nc2c(cc1),-15.368,-6.689216,A
255,38_C,c1sc2-c3c(C(c2c1)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1cc2sc4-c5c(C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c4c2cc1s3)cc(s5),-13.234,-5.116458,D
256,390_C,c1c(F)cc(c2ncc(OCC)nc12),-15.732,-6.957484,A
257,391_C,c1c2nc(c3c(c(c(OCC)c(c3F)F)F)F)c(c3c(F)c(F)c(OCC)c(F)c3F)nc2c(c(c1F)F),-15.447,-6.747439,A
258,393_C,c1c(F)c(F)c(c(OCC)c1OCC),-14.525,-6.067925,D
259,394_C,c1c(C#N)cc(s1),-15.618,-6.873466,A
260,395_C,c1c(CC)c2sc3c4c5c(nsn5)c5c6sc7c(OCC)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.002,-4.945474,D
261,396_C,c1c(CC)c2[se]c3c4c5c(nsn5)c5c6[se]c7c(CC)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.034,-4.969058,D
262,397_C,c1c2cc(CC)sc2c(c2c1sc(CC)c2),-14.035,-5.706795,D
263,398_C,c1sc2-c3c(Cc2c1)cc1C2=C(C(CC)(CC)c1c3)c1c(C2(CC)CC)cc2-c3c(Cc2c1)cc(s3),-13.576,-5.368512,D
264,399_C,c1sc2-c3c(C(c2c1)C)cc1C2=C(C(CC)(CC)c1c3)c1c(C2(CC)CC)cc2-c3c(C(c2c1)C)cc(s3),-13.553,-5.351561,D
265,39_C,c1cc2c(c3cc(Cl)c(CC)s3)c3c(c(c4sc(CC)c(c4)Cl)c2s1)cc(s3),-13.729,-5.481273,D
266,3_C,c1sc(c2sc(C(=O)OCC)c(c12)F),-14.034,-5.706058,D
267,400_C,c1sc2c3c(n(c2c1)C)cc1C2=C(C(CC)(CC)c1c3)c1c(C2(CC)CC)cc2c3sc(cc3n(C)c2c1),-13.306,-5.169522,D
268,401_C,c1cc2sc3cc4C5=C(C(CC)(CC)c4cc3c2s1)c1c(C5(CC)CC)cc2c(c1)sc1cc(sc21),-13.611,-5.394307,D
269,41_C,c1sc2-c3c(C(c2c1)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1cc2[se]c4-c5c(C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c4c2cc1[se]3)cc(s5),-13.186,-5.081082,D
270,45_C,c1sc2-c3c([Si](CC)(CC)c2c1)cc(s3),-13.599,-5.385463,D
271,46_C,c1sc2-c3c(C(c2c1)(c1ccc(CC)cc1)c1ccc(CC)cc1)c1c(c2ccc(CC)s2)c2sc4-c5c(C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c4c2c(c1s3)c1ccc(CC)s1)cc(s5),-13.162,-5.063394,D
272,47_C,c1c2C(=O)N(CC)C(=O)c2c(c2c1nsn2),-16.084,-7.216908,A
273,49_C,c1c(F)c(F)c(c2c1nsn2),-15.85,-7.04445,A
274,4_C,c1cc2c(c3cc(F)c(CC)s3)c3c(c(c4sc(CC)c(c4)F)c2s1)cc(s3),-13.775,-5.515175,D
275,52_C,c1oc2c3n(CC)c4c(c3sc2c1)c1nsnc1c1c2sc3cc(oc3c2n(CC)c41),-13.166,-5.066342,D
276,53_C,c1sc2nc(sc2n1),-14.853,-6.309661,D
277,54_C,c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2[se]1)CC)c1c(s6)cc([se]1),-13.07,-4.99559,D
278,55_C,c1cc2sc3c4c5c(nsn5)c5c6c(n(CC)c5c4n(c3c2s1)CC)c1sc(cc1s6),-13.107,-5.022859,D
279,56_C,c1sc(c2C(=O)N(CC)C(=O)c12),-15.819,-7.021603,A
280,57_C,c1ccc(c2nsnc12),-15.507,-6.791659,A
281,5_C,c1sc(c2C(=O)c3c(CC)sc(CC)c3C(=O)c12),-14.924,-6.361988,D
282,60_C,c1c2nn(CC)nc2c(cc1),-15.553,-6.825561,A
283,61_C,c1c2nn(CC)nc2c(c(c1OC)OC),-14.598,-6.121726,D
284,65_C,c1cc2OC(c3ccc(CC)cc3)(c3ccc(CC)cc3)c3c(-c2s1)cc1c(c3)-c2sc(cc2OC1(c1ccc(CC)cc1)c1ccc(CC)cc1),-13.424,-5.256488,D
285,67_C,c1cc2C(c3ccc(CC)cc3)(c3ccc(CC)cc3)c3c(-c2s1)sc1c(OCC)c2c(c(c31)OCC)sc1-c3c(C(c21)(c1ccc(CC)cc1)c1ccc(CC)cc1)cc(s3),-13.118,-5.030966,D
286,69_C,c1cc(OCC)c(cc1OCC),-14.24,-5.85788,D
287,6_C,c1ccc(s1),-15.023,-6.434951,D
288,70_C,c1cc2c(c3ccc(SCC)s3)c3c(c(c4ccc(SCC)s4)c2s1)cc(s3),-13.269,-5.142253,D
289,71_C,c1c(F)c(F)c(c2nc(OCC)c(nc12)C),-15.59,-6.85283,A
290,76_C,c1cc2c(n1CC)c1c3c(nsn3)c3c4sc5c(CC)c(sc5c4n(c3c1n2CC)CC),-13.037,-4.971269,D
291,78_C,c1cc2sc3-c4c(OCC)c5c(c(OCC)c4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2s1)-c1c(C5(c2ccc(CC)cc2)c2ccc(CC)cc2)c2c(s1)cc(s2),-13.298,-5.163626,D
292,79_C,C=C,-16.715,-7.681955,A
293,7_C,c1cc2c(c3ccc(CC)s3)c3c(c(c4ccc(CC)s4)c2s1)cc(s3),-13.604,-5.389148,D
294,80_C,C=CC=C,-15.483,-6.773971,A
295,81_C,c1cc2c(c3ccc(SCC)cc3)c3c(c(c4ccc(SCC)cc4)c2s1)cc(s3),-13.806,-5.538022,D
296,82_C,c1cc(F)c(s1),-15.172,-6.544764,D
297,87_C,c1c(c2ccc(CC)cc2)c2sc3c4c5c(nsn5)c5c6sc7c(c8ccc(CC)cc8)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.102,-5.019174,D
298,8_C,c1cc(CC)c(s1),-14.861,-6.315557,D
299,90_C,c1c(CC)c2sc3c4c5c(n[se]n5)c5c6sc7c(CC)c(sc7c6n(c5c4n(c3c2s1)CC)CC),-13.043,-4.975691,D
300,91_C,c1sc2c3c4c(nsn4)c4c5c(n(CC)c4c3n(c2c1)CC)cc(s5),-13.343,-5.196791,D
301,92_C,c1c2c(nn(CC)n2)c(c2C(=O)N(CC)C(=O)c12),-16.134,-7.253758,A
302,93_C,c1cc2c(c3cc(F)c(CC)c(F)c3)c3c(c(c4cc(c(CC)c(c4)F)F)c2s1)cc(s3),-14.222,-5.844614,D
303,94_C,c1[se]c2c3c4c(nsn4)c4c5sc6c(CC)c(sc6c5n(c4c3n(c2c1)CC)CC),-13.16,-5.06192,D
304,95_C,c1sc2c3c(c4cc(C(=O)CC)sc4c2c1)cc(s3),-14.245,-5.861565,D
305,96_C,c1cc2sc3-c4c(c5ccc(CC)s5)c5C(c6ccc(CC)cc6)(c6ccc(CC)cc6)c6c(-c5c(c4C(c4ccc(CC)cc4)(c4ccc(CC)cc4)c3c2s1)c1ccc(CC)s1)sc1cc(sc61),-13.309,-5.171733,D
306,99_C,C#C,-17.544,-8.292928,A
307,9_C,c1cc2c3c(nsn3)c3cc(sc3c2s1),-14.283,-5.889571,D
